EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Denominación;Estado Elemento Inventario;Plan de autoprotección ;Descripción Elemento Inventario;"	Número de vías que contiene el túnel ";Longitud (m);Identificador Antecesores;Id. Raíz;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
13121;Lleida - VIA;TU - del Agua - 220 - 258,728;2700;LERIDA-MANRESA, U;258,728;258,818;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;del Agua;En Servicio/Mantenible;No;del Agua;1;90,;TU - del Agua - 220 - 258,728;107094541;107094541;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13112;S. Vicenç de Calders - VIA;TU - del Farré - 200 - 21,217;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;21,217;21,347;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;del Farré;En Servicio/Mantenible;No;del Farré;1;130,;TU - del Farré - 200 - 21,217;107095325;107095325;022000460;VALLS-RODA DE BARA                                                                                                              ;6,716;29,05
13114;Mora La Nova- VIA;TU - Argentera - 210 - 556,636;2400;MIRAFLORES-REUS, U;556,636;560,68;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Argentera;En Servicio/Mantenible;Sí;de Argentera;1;4044,;TU - Argentera - 210 - 556,636;107094908;107094908;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14111;L Hospitalet - VIA;TU - Artificial - 200 - 652,41;200050;RODA DE BARA-BARCELONA SANTS, I;652,41;652,718;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Artificial;En Servicio/Mantenible;No;Artificial;2;308,;TU - Artificial - 200 - 652,41;107094917;107094917;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
12111;Huesca - VIA;TU - Canfranc 1 - 204 - 20,471;2520;JACA-CANFRANC, U;20,471;21,392;204;2 ;BIF. CANFRANC - CANFRANC;Canfranc 1;En Servicio/Mantenible;No;Canfranc 1;1;921,;TU - Canfranc 1 - 204 - 20,471;107094975;107094975;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Canfranc 2 - 204 - 22,646;2520;JACA-CANFRANC, U;22,646;23,064;204;2 ;BIF. CANFRANC - CANFRANC;Canfranc 2;En Servicio/Mantenible;No;Canfranc 2;1;418,;TU - Canfranc 2 - 204 - 22,646;107094512;107094512;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13114;Mora La Nova- VIA;TU - Capsanes 2 - 210 - 542,84;2400;MIRAFLORES-REUS, U;542,84;542,88;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Capsanes 2;En Servicio/Mantenible;No;Capsanes 2;1;40,;TU - Capsanes 2 - 210 - 542,84;107095334;107095334;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
14113;Martorell - VIA;TU - Costablanca - 240 - 74,63;3115;MARTORELL-CASTELLBISBAL, IV;74,63;75,441;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;Costablanca;En Servicio/Mantenible;No;Costablanca;1;811,;TU - Costablanca - 240 - 74,63;1554684;1554684;022400070;MARTORELL CENTRAL-CASTELLBISBAL                                                                                                 ;74,007;75,979
13113;Reus - VIA;TU - Dosaigues - 210 - 562,841;2400;MIRAFLORES-REUS, U;562,841;563,064;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Dosaigues;En Servicio/Mantenible;Sí;Dosaigues 3;1;223,;TU - Dosaigues - 210 - 562,841;107095303;107095303;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TU - Dosaigues - 210 - 563,156;2400;MIRAFLORES-REUS, U;563,156;563,539;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Dosaigues;En Servicio/Mantenible;Sí;Dosaigues 4;1;383,;TU - Dosaigues - 210 - 563,156;107094909;107094909;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TU - La Riba RC - 200 - 66,208;200030;LERIDA-LA PLANA PICAMOIXONS, U;66,208;66,268;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;La Riba RC;En Servicio/Mantenible;No;La Riba RC;1;60,;TU - La Riba RC - 200 - 66,208;107095568;107095568;022000440;VINAIXA-LA PLANA-PICAMOIXONS                                                                                                    ;66,002;68,128
12109;Tardienta - VIA;TU - Lastanosa - 200 - 100,453;200020;S. JUAN DE MOZARRIFAR-LERIDA, U;100,453;100,807;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Lastanosa;En Servicio/Mantenible;No;Lastanosa;1;354,;TU - Lastanosa - 200 - 100,453;107095553;107095553;022000360;SARIÑENA-SELGUA                                                                                                                 ;90,862;122,76
13112;S. Vicenç de Calders - VIA;TU - Picamoixons - 200 - 1,308;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;1,308;1,57;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Picamoixons;En Servicio/Mantenible;No;Picamoixons;1;306,;TU - Picamoixons - 200 - 1,308;107095366;107095366;022000450;LA PLANA-PICAMOIXONS-VALLS                                                                                                      ;-0,436;6,716
13114;Mora La Nova- VIA;TU - Pradell 1 - 210 - 554,286;2400;MIRAFLORES-REUS, U;554,286;554,326;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Pradell 1;En Servicio/Mantenible;No;Pradell 1;1;40,;TU - Pradell 1 - 210 - 554,286;107095333;107095333;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Pradell 2 - 210 - 555,433;2400;MIRAFLORES-REUS, U;555,433;555,604;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Pradell 2;En Servicio/Mantenible;No;Pradell 2;1;171,;TU - Pradell 2 - 210 - 555,433;107095332;107095332;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Ribarroja - 210 - 504,923;2400;MIRAFLORES-REUS, U;504,923;505,;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ribarroja;En Servicio/Mantenible;No;Ribarroja;1;77,;TU - Ribarroja - 210 - 504,923;107095301;107095301;022100100;FAIO-LA POBLA DE MASSALUCA-FLIX                                                                                                 ;490,231;511,627
14114;Manresa - VIA;TU - Terrasa II - 220 - 333,25;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;333,25;334,734;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Terrasa II;En Servicio/Mantenible;Sí;Terrasa II;4;1484,;TU - Terrasa II - 220 - 333,25;107095201;107095201;022200070;TERRASSA ESTACIÓ DEL NORD-CERDANYOLA DEL VALLES                                                                                 ;333,74;351,157
12111;Huesca - VIA;TU - Villanúa 1 - 204 - 13,269;2520;JACA-CANFRANC, U;13,269;13,644;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 1;En Servicio/Mantenible;No;Villanúa 1;1;375,;TU - Villanúa 1 - 204 - 13,269;107094507;107094507;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 2 - 204 - 16,251;2520;JACA-CANFRANC, U;16,251;16,5;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 2;En Servicio/Mantenible;No;Villanúa 2;1;249,;TU - Villanúa 2 - 204 - 16,251;107094988;107094988;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 3 - 204 - 16,793;2520;JACA-CANFRANC, U;16,793;17,22;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 3;En Servicio/Mantenible;No;Villanúa 3;1;393,;TU - Villanúa 3 - 204 - 16,793;107094987;107094987;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 4 - 204 - 17,631;2520;JACA-CANFRANC, U;17,631;17,775;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 4;En Servicio/Mantenible;No;Villanúa 4;1;144,;TU - Villanúa 4 - 204 - 17,631;107094508;107094508;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 5 - 204 - 17,936;2520;JACA-CANFRANC, U;17,936;18,002;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 5;En Servicio/Mantenible;No;Villanúa 5;1;66,;TU - Villanúa 5 - 204 - 17,936;107094509;107094509;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 6 - 204 - 18,152;2520;JACA-CANFRANC, U;18,152;18,283;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 6;En Servicio/Mantenible;No;Villanúa 6;1;131,;TU - Villanúa 6 - 204 - 18,152;107094986;107094986;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 7 - 204 - 18,349;2520;JACA-CANFRANC, U;18,349;18,462;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 7;En Servicio/Mantenible;No;Villanúa 7;1;113,;TU - Villanúa 7 - 204 - 18,349;107094510;107094510;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 8 - 204 - 19,053;2520;JACA-CANFRANC, U;19,053;19,231;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 8;En Servicio/Mantenible;No;Villanúa 8;1;178,;TU - Villanúa 8 - 204 - 19,053;107094511;107094511;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Villanúa 9 - 204 - 19,595;2520;JACA-CANFRANC, U;19,595;20,093;204;2 ;BIF. CANFRANC - CANFRANC;Villanúa 9;En Servicio/Mantenible;No;Villanúa 9;1;498,;TU - Villanúa 9 - 204 - 19,595;107094976;107094976;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
13121;Lleida - VIA;TU - de Ferrer - 220 - 283,959;2700;LERIDA-MANRESA, U;283,959;284,075;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Ferrer;En Servicio/Mantenible;No;de Ferrer;1;115,;TU - de Ferrer - 220 - 283,959;107095561;107095561;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14114;Manresa - VIA;TU - de Grauet - 220 - 312,219;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;312,219;312,432;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Grauet;En Servicio/Mantenible;No;de Grauet;1;214,;TU - de Grauet - 220 - 312,219;107094558;107094558;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
13121;Lleida - VIA;TU - de Perich - 220 - 288,228;2700;LERIDA-MANRESA, U;288,228;288,301;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Perich;En Servicio/Mantenible;No;de Perich;1;73,;TU - de Perich - 220 - 288,228;107095562;107095562;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13121;Lleida - VIA;TU - de Seguis - 220 - 276,932;2700;LERIDA-MANRESA, U;276,932;277,351;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Seguis;En Servicio/Mantenible;No;de Seguis;1;424,;TU - de Seguis - 220 - 276,932;107094544;107094544;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14114;Manresa - VIA;TU - de Torella - 220 - 321,39;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;321,39;322,001;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Torella;En Servicio/Mantenible;No;de Torella;1;611,;TU - de Torella - 220 - 321,39;107094556;107094556;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
14116;Vic - VIA;TU - de Vic Nº 3 - 222 - 69,39;3600;VIC-RIPOLL, U;69,39;69,482;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Vic Nº 3;En Servicio/Mantenible;No;de Vic Nº 3;1;92,;TU - de Vic Nº 3 - 222 - 69,39;1047715;1047715;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
12111;Huesca - VIA;TU - del Conejo - 204 - 38,175;2510;HOYA DE HUESCA-JACA, U;38,175;38,232;204;2 ;BIF. CANFRANC - CANFRANC;del Conejo;En Servicio/Mantenible;No;del Conejo;1;57,;TU - del Conejo - 204 - 38,175;107095157;107095157;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
13112;S. Vicenç de Calders - VIA;TU - Artificial - 200 - 649,788;200050;RODA DE BARA-BARCELONA SANTS, I;649,788;649,834;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Artificial;En Servicio/Mantenible;No;Artificial;1;56,;TU - Artificial - 200 - 649,788;107094865;107094865;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - Artificial - 200 - 650,277;200050;RODA DE BARA-BARCELONA SANTS, I;650,277;650,607;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Artificial;En Servicio/Mantenible;No;Artificial;1;328,;TU - Artificial - 200 - 650,277;107095537;107095537;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14111;L Hospitalet - VIA;TU - Artificial - 200 - 652,856;200050;RODA DE BARA-BARCELONA SANTS, I;652,856;653,151;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Artificial;En Servicio/Mantenible;No;Artificial;2;296,;TU - Artificial - 200 - 652,856;107095541;107095541;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13121;Lleida - VIA;TU - Artificial - 220 - 278,222;2700;LERIDA-MANRESA, U;278,222;278,312;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Artificial;En Servicio/Mantenible;No;Artificial;1;90,;TU - Artificial - 220 - 278,222;107095560;107095560;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13114;Mora La Nova- VIA;TU - Capsanes 1 - 210 - 542,732;2400;MIRAFLORES-REUS, U;542,732;542,767;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Capsanes 1;En Servicio/Mantenible;No;Capsanes 1;1;35,;TU - Capsanes 1 - 210 - 542,732;107094779;107094779;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Capsanes 3 - 210 - 543,098;2400;MIRAFLORES-REUS, U;543,098;543,299;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Capsanes 3;En Servicio/Mantenible;No;Capsanes 3;1;201,;TU - Capsanes 3 - 210 - 543,098;107094905;107094905;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
12111;Huesca - VIA;TU - Castiello 1  - 204 - 7,964;2520;JACA-CANFRANC, U;7,964;8,393;204;2 ;BIF. CANFRANC - CANFRANC;Castiello 1 ;En Servicio/Mantenible;No;Castiello 1 ;1;429,;TU - Castiello 1  - 204 - 7,964;107094505;107094505;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12111;Huesca - VIA;TU - Castiello 2 - 204 - 12,034;2520;JACA-CANFRANC, U;12,034;12,27;204;2 ;BIF. CANFRANC - CANFRANC;Castiello 2;En Servicio/Mantenible;No;Castiello 2;1;236,;TU - Castiello 2 - 204 - 12,034;107094989;107094989;022040050;JACA-CANFRANC                                                                                                                   ;0,31;25,16
12108;Caspe - VIA;TU - El Coscoll - 210 - 465,552;2400;MIRAFLORES-REUS, U;465,552;465,755;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;El Coscoll;En Servicio/Mantenible;No;El Coscoll;1;203,;TU - El Coscoll - 210 - 465,552;107094771;107094771;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
14111;L Hospitalet - VIA;TU - El Prat RC - 200 - 669,684;200050;RODA DE BARA-BARCELONA SANTS, I;669,684;670,863;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;El Prat RC;En Servicio/Mantenible;Sí;El Prat de LLobregat;4;1179,;TU - El Prat RC - 200 - 669,684;107094534;107094534;022000525;EL PRAT DE LLOBREGAT-BELLVITGE-GORNAL                                                                                           ;670,127;673,812
14111;L Hospitalet - VIA;TU - Garraf (I) - 200 - 653,689;200050;RODA DE BARA-BARCELONA SANTS, I;653,689;653,95;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Garraf (I);En Servicio/Mantenible;Sí;Garraf (I);2;268,;TU - Garraf (I) - 200 - 653,689;107095542;107095542;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13114;Mora La Nova- VIA;TU - Guiamets 1 - 210 - 538,956;2400;MIRAFLORES-REUS, U;538,956;539,108;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 1;En Servicio/Mantenible;No;Guiamets 1;1;152,;TU - Guiamets 1 - 210 - 538,956;107094902;107094902;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Guiamets 2 - 210 - 539,638;2400;MIRAFLORES-REUS, U;539,638;539,694;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 2;En Servicio/Mantenible;No;Guiamets 2;1;56,;TU - Guiamets 2 - 210 - 539,638;107094903;107094903;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Guiamets 3 - 210 - 539,932;2400;MIRAFLORES-REUS, U;539,932;540,265;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 3;En Servicio/Mantenible;No;Guiamets 3;1;333,;TU - Guiamets 3 - 210 - 539,932;107095338;107095338;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Guiamets 4 - 210 - 541,235;2400;MIRAFLORES-REUS, U;541,235;541,641;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 4;En Servicio/Mantenible;No;Guiamets 4;1;386,;TU - Guiamets 4 - 210 - 541,235;107095337;107095337;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Guiamets 5 - 210 - 541,945;2400;MIRAFLORES-REUS, U;541,945;542,005;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 5;En Servicio/Mantenible;No;Guiamets 5;1;60,;TU - Guiamets 5 - 210 - 541,945;107094904;107094904;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TU - Guiamets 6 - 210 - 542,598;2400;MIRAFLORES-REUS, U;542,598;542,68;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Guiamets 6;En Servicio/Mantenible;No;Guiamets 6;1;82,;TU - Guiamets 6 - 210 - 542,598;107095335;107095335;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
12111;Huesca - VIA;TU - La Gargocha - 204 - 49,696;2510;HOYA DE HUESCA-JACA, U;49,696;50,013;204;2 ;BIF. CANFRANC - CANFRANC;La Gargocha;En Servicio/Mantenible;No;La Gargocha;1;317,;TU - La Gargocha - 204 - 49,696;107095317;107095317;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
14113;Martorell - VIA;TU - Pérgola AP7 - 240 - 64,165;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;64,165;64,283;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;Pérgola AP7;En Servicio/Mantenible;No;Pérgola AP7 (PS);2;118,;TU - Pérgola AP7 - 240 - 64,165;1583326;1583326;022400040;SANT SADURNI D ANOIA-AGUJA KM. 70,477                                                                                           ;60,057;70,477
13113;Reus - VIA;TU - Ruidecañas - 210 - 564,116;2400;MIRAFLORES-REUS, U;564,116;564,215;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ruidecañas;En Servicio/Mantenible;Sí;Ruidecañas-Botarell 1;1;99,;TU - Ruidecañas - 210 - 564,116;107094782;107094782;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TU - Ruidecañas - 210 - 564,274;2400;MIRAFLORES-REUS, U;564,274;564,414;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ruidecañas;En Servicio/Mantenible;Sí;Ruidecañas-Botarell 2;1;140,;TU - Ruidecañas - 210 - 564,274;107094910;107094910;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TU - Ruidecañas - 210 - 564,751;2400;MIRAFLORES-REUS, U;564,751;564,817;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Ruidecañas;En Servicio/Mantenible;Sí;Ruidecañas-Botarell 3;1;66,;TU - Ruidecañas - 210 - 564,751;107095302;107095302;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
12111;Huesca - VIA;TU - Sanchilerin - 204 - 45,788;2510;HOYA DE HUESCA-JACA, U;45,788;45,931;204;2 ;BIF. CANFRANC - CANFRANC;Sanchilerin;En Servicio/Mantenible;No;Sanchilerin;1;143,;TU - Sanchilerin - 204 - 45,788;107094499;107094499;022040030;AYERBE-SANTA MARIA Y LA PEÑA                                                                                                    ;34,96;53,594
14113;Martorell - VIA;TU - Sant Domenec - 246 - 8,482;3160;AG. 19 CASTELLBISBALL AG. LLOBREGAT-AG. PK. 21/5, II (ANCHO MIXTO);8,482;9,339;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Sant Domenec;En Servicio/Mantenible;No;Sant Domenec;2;909,;TU - Sant Domenec - 246 - 8,482;107094475;107094475;022460015;CASTELLBISBAL-AGUJAS LLOBREGAT-CERDANYOLA UNIVERSITAT                                                                           ;1,293;13,475
13121;Lleida - VIA;TU - Santa Linya 5 - 893 - 48,1;2600;PK. 1,927 - LA POBLA DE SEGUR, U;48,1;48,653;893;2 ;RAMALES DE LA LINEA MADRID-CHAMARTIN - BARNA-SANTS;Santa Linya 5;En Servicio/No Mantenible;No;Santa Linya 5;1;553,;TU - Santa Linya 5 - 893 - 48,1;107095275;107095275;;;;
12108;Caspe - VIA;TU - Tasconeras - 210 - 485,391;2400;MIRAFLORES-REUS, U;485,391;486,8;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Tasconeras;En Servicio/Mantenible;Sí;Tasconeras;1;1409,;TU - Tasconeras - 210 - 485,391;107094851;107094851;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12104;Calatayud - VIA;TU - de Anchada - 200 - 249,409;200010;S. FERNANDO-MIRAFLORES, I (G1);249,409;249,809;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Anchada;En Servicio/Mantenible;No;de Anchada;1;400,;TU - de Anchada - 200 - 249,409;107095354;107095354;022000190;CALATAYUD-MORATA DE JALON                                                                                                       ;244,627;272,252
14114;Manresa - VIA;TU - de Boixadell - 220 - 324,3;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;324,3;324,399;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Boixadell;En Servicio/Mantenible;No;de Boixadell;1;99,;TU - de Boixadell - 220 - 324,3;107094554;107094554;022200060;SANT VICENÇ DE CASTELLET-TERRASSA ESTACIÓ DEL NORD                                                                              ;309,628;333,74
14113;Martorell - VIA;TU - de Cornellá - 240 - 93,081;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;93,081;93,3;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;de Cornellá;En Servicio/Mantenible;No;de Cornellá;2;219,;TU - de Cornellá - 240 - 93,081;1039025;1039025;022400130;MOLINS DE REI-L HOSPITALET DE LLOBREGAT                                                                                         ;85,307;95,197
13121;Lleida - VIA;TU - de Manresa - 220 - 298,961;2700;LERIDA-MANRESA, U;298,961;299,327;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;de Manresa;En Servicio/Mantenible;No;de Manresa;1;366,;TU - de Manresa - 220 - 298,961;107095563;107095563;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
14118;Mataro - VIA;TU - de Montgat - 276 - 118,022;3370;BIF. SAGRERA-AG.KM. 108,0-MATARO, I;118,022;118,166;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;de Montgat;En Servicio/Mantenible;No;de Montgat;2;134,;TU - de Montgat - 276 - 118,022;107095575;107095575;022760140;MATARO - BIF. SAGRERA-AG.KM. 108,0                                                                                              ;108,014;135,569
14116;Vic - VIA;TU - de Vic Nº 2 - 222 - 68,701;3600;VIC-RIPOLL, U;68,701;68,879;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Vic Nº 2;En Servicio/Mantenible;No;de Vic Nº 2;1;179,;TU - de Vic Nº 2 - 222 - 68,701;1043298;1043298;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
13112;S. Vicenç de Calders - VIA;TU - de la Pastora - 200 - 18,4;200040;LA PLANA PICAMOIXONS-RODA DE BARA, U;18,4;18,532;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Pastora;En Servicio/Mantenible;No;de la Pastora;1;132,;TU - de la Pastora - 200 - 18,4;107095368;107095368;022000460;VALLS-RODA DE BARA                                                                                                              ;6,716;29,05
12104;Calatayud - VIA;TU - de la Toba - 200 - 227,695;200010;S. FERNANDO-MIRAFLORES, I (G1);227,695;227,923;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Toba;En Servicio/Mantenible;No;de la Toba;2;228,;TU - de la Toba - 200 - 227,695;107094841;107094841;022000180;ARIZA-CALATAYUD                                                                                                                 ;205,043;244,627
13121;Lleida - VIA;TU - Artificial 1 - 220 - 273,43;2700;LERIDA-MANRESA, U;273,43;273,671;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Artificial 1;En Servicio/Mantenible;No;Artificial 1;1;226,;TU - Artificial 1 - 220 - 273,43;107095557;107095557;022200040;SANT GUIM DE FREIXENET-MANRESA                                                                                                  ;253,997;299,7
13113;Reus - VIA;TU - Dosaigues 1 - 210 - 561,191;2400;MIRAFLORES-REUS, U;561,191;561,278;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Dosaigues 1;En Servicio/Mantenible;No;Dosaigues 1;1;87,;TU - Dosaigues 1 - 210 - 561,191;107094781;107094781;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TU - Dosaigues 2 - 210 - 561,643;2400;MIRAFLORES-REUS, U;561,643;561,88;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;Dosaigues 2;En Servicio/Mantenible;No;Dosaigues 2;1;237,;TU - Dosaigues 2 - 210 - 561,643;107095331;107095331;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
