EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Eje;Línea Descripción;Denominación;Estado Elemento Inventario;Plan de autoprotección ;Descripción Elemento Inventario;"	Número de vías que contiene el túnel ";Longitud (m);Identificador Antecesores;Id. Raíz;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
12108;Caspe - VIA;TU - 2º de los Siete Enanitos - 210 - 487,781;2400;MIRAFLORES-REUS, U;487,781;487,828;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;2º de los Siete Enanitos;En Servicio/Mantenible;No;2º de los Siete Enanitos;1;47,;TU - 2º de los Siete Enanitos - 210 - 487,781;107094853;107094853;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12108;Caspe - VIA;TU - 4º de los Siete Enanitos - 210 - 487,966;2400;MIRAFLORES-REUS, U;487,966;488,026;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;4º de los Siete Enanitos;En Servicio/Mantenible;No;4º de los Siete Enanitos;1;60,;TU - 4º de los Siete Enanitos - 210 - 487,966;107094854;107094854;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
12108;Caspe - VIA;TU - 5º de los Siete Enanitos - 210 - 488,104;2400;MIRAFLORES-REUS, U;488,104;488,164;210;2 ;MIRAFLORES - SANT VICENÇ DE CALDERS;5º de los Siete Enanitos;En Servicio/Mantenible;No;5º de los Siete Enanitos;1;60,;TU - 5º de los Siete Enanitos - 210 - 488,104;107095297;107095297;022100090;CASPE-FAIO-LA POBLA DE MASSALUCA                                                                                                ;453,043;490,231
13112;S. Vicenç de Calders - VIA;TU - 91' de Vallcarca (via 1) - 200 - 645,655;200050;RODA DE BARA-BARCELONA SANTS, I;645,655;645,937;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;91' de Vallcarca (via 1);En Servicio/Mantenible;No;de Vallcarca (via impar);1;282,;TU - 91' de Vallcarca (via 1) - 200 - 645,655;107094862;107094862;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14111;L Hospitalet - VIA;TU - Bcna Sants - Sagrera (Clot) - 276 - 97,8;3111;L'HOSPITALET DE LLOB-BARCELONA SANTS,I;97,8;98,017;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;Bcna Sants - Sagrera (Clot);En Servicio/Mantenible;No;Barcelona Sants - Sagrera;9;8031,;TU - Bcna Sants - Sagrera (Clot) - 276 - 97,8;1568824;1568824;022760200;BARCELONA-SANTS - LHOSPITALET DE LLOBREGAT                                                                                      ;95,197;98,017
13112;S. Vicenç de Calders - VIA;TU - de la Trinidad (via par) - 200 - 647,265;200050;RODA DE BARA-BARCELONA SANTS, I;647,265;647,681;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Trinidad (via par);En Servicio/Mantenible;No;de la Trinidad (via par);1;453,;TU - de la Trinidad (via par) - 200 - 647,265;107094935;107094935;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - de las Coves 2 (via par) - 200 - 645,675;200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;645,675;645,937;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de las Coves 2 (via par);En Servicio/Mantenible;No;de las Coves 2 (via par);1;262,;TU - de las Coves 2 (via par) - 200 - 645,675;107095533;107095533;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14117;Ripoll - VIA;TU - nº 11 de Llastanosa nº 2 - 222 - 100,411;3600;VIC-RIPOLL, U;100,411;100,466;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 11 de Llastanosa nº 2;En Servicio/Mantenible;No;nº 11 de Llastanosa nº 2;1;55,;TU - nº 11 de Llastanosa nº 2 - 222 - 100,411;107095587;107095587;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14121;Port Bou;TU - nº 15 bis Belitres ciego - 270 - 273,661;200071;BIF. AIGUES -PORT BOU-CERBERE,I;273,661;273,911;270;2 ;CERBERE - BIF. ARAGO;nº 15 bis Belitres ciego;En Servicio/Mantenible;No;nº 15 bis Belitres ciego;2;250,;TU - nº 15 bis Belitres ciego - 270 - 273,661;1583777;1583777;022700155;PORTBOU - P.K.274,305(FRONTERA)                                                                                                 ;273,106;274,3
14117;Ripoll - VIA;TU - nº 41 de la Torre del Ríu - 222 - 39,196;3610;RIPOLL-LA TOUR DE CAROL, U;39,196;39,312;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 41 de la Torre del Ríu;En Servicio/Mantenible;No;nº 41 de la Torre del Ríu;1;116,;TU - nº 41 de la Torre del Ríu - 222 - 39,196;107094435;107094435;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
13112;S. Vicenç de Calders - VIA;TU - Pas de les Escales (vía 1) - 200 - 646,13;200050;RODA DE BARA-BARCELONA SANTS, I;646,13;646,73;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Pas de les Escales (vía 1);En Servicio/Mantenible;No;nº 92' Pas de les Escales (vía 1);1;600,;TU - Pas de les Escales (vía 1) - 200 - 646,13;1573920;1573920;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - Punta Ferrosa (via impar) - 200 - 646,753;200050;RODA DE BARA-BARCELONA SANTS, I;646,753;647,191;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Punta Ferrosa (via impar);En Servicio/Mantenible;No;Punta Ferrosa (via impar);1;449,;TU - Punta Ferrosa (via impar) - 200 - 646,753;107094863;107094863;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - de la Falconera (via par) - 200 - 650,607;200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;650,607;651,285;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Falconera (via par);En Servicio/Mantenible;No;de la Falconera (via par);1;680,;TU - de la Falconera (via par) - 200 - 650,607;107094533;107094533;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - 91 de Vallcarca Via 2 (par) - 200 - 646,13;200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;646,13;646,49;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;91 de Vallcarca Via 2 (par);En Servicio/Mantenible;No;de Vallcarca (via par);2;360,;TU - 91 de Vallcarca Via 2 (par) - 200 - 646,13;107095094;107095094;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14113;Martorell - VIA;TU - Soterramiento Vilafranca RC - 240 - 47,458;3100;S. VICENTE CALDERS-CASTELLBISBAL-L'HOSPITALET DE LLOB, I;47,458;48,776;240;2 ;S.VICENÇ CALDERS - L HOSPITALET DE LLOBREGAT;Soterramiento Vilafranca RC;En Servicio/Mantenible;Sí;Soterramiento Vilafranca RC;5;1318,;TU - Soterramiento Vilafranca RC - 240 - 47,458;1036992;1036992;022400030;VILAFRANCA DEL PENEDES-SANT SADURNI D ANOIA                                                                                     ;48,278;60,057
13112;S. Vicenç de Calders - VIA;TU - de la Trinidad (via impar) - 200 - 647,234;200050;RODA DE BARA-BARCELONA SANTS, I;647,234;647,65;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Trinidad (via impar);En Servicio/Mantenible;No;de la Trinidad (via impar);1;416,;TU - de la Trinidad (via impar) - 200 - 647,234;107095535;107095535;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - de las Coves 2 (via impar) - 200 - 645,274;200050;RODA DE BARA-BARCELONA SANTS, I;645,274;645,578;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de las Coves 2 (via impar);En Servicio/Mantenible;No;de las Coves 2 (via impar);1;301,;TU - de las Coves 2 (via impar) - 200 - 645,274;107094470;107094470;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - de Cala Morisca (via impar) - 200 - 648,113;200050;RODA DE BARA-BARCELONA SANTS, I;648,113;648,535;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de Cala Morisca (via impar);En Servicio/Mantenible;No;de Cala Morisca (via impar);1;422,;TU - de Cala Morisca (via impar) - 200 - 648,113;107094864;107094864;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14116;Vic - VIA;TU - de Vic Nº 1, Barri del Remei - 222 - 67,777;3500;MONTCADA BIF.-LES FRANQUESES DEL VALLES-VIC, U;67,777;68,048;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Vic Nº 1, Barri del Remei;En Servicio/Mantenible;No;de Vic Nº 1, Barri del Remei;1;270,;TU - de Vic Nº 1, Barri del Remei - 222 - 67,777;1043296;1043296;022220040;LA GARRIGA-VIC                                                                                                                  ;37,677;68,667
14111;L Hospitalet - VIA;TU - de la Falconera (via impar) - 200 - 652,518;200050;RODA DE BARA-BARCELONA SANTS, I;652,518;653,414;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;de la Falconera (via impar);En Servicio/Mantenible;No;de la Falconera (via impar);2;890,;TU - de la Falconera (via impar) - 200 - 652,518;107095539;107095539;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
13112;S. Vicenç de Calders - VIA;TU - Pas de la Maladona (via par) - 200 - 650,194;200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;650,194;650,277;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Pas de la Maladona (via par);En Servicio/Mantenible;No;Pas de la Maladona (via par);1;83,;TU - Pas de la Maladona (via par) - 200 - 650,194;107094529;107094529;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
14118;Mataro - VIA;TU - Punta de San Pablo (Sant Pol) - 276 - 45,031;3400;MATARO-MATARO-MASSANET, I;45,031;45,28;276;2 ;MAÇANET-MASSANES - L'HOSPITALET DE LLOBREGAT;Punta de San Pablo (Sant Pol);En Servicio/Mantenible;No;Punta de San Pablo (Sant Pol);1;249,;TU - Punta de San Pablo (Sant Pol) - 276 - 45,031;107095576;107095576;022760120;CALELLA - ARENYS DE MAR                                                                                                         ;38,131;48,724
14116;Vic - VIA;TU - de Vic nº 2 bis Paso Superior - 222 - 69,125;85937;VIA 2 DE VIC;69,125;69,175;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;de Vic nº 2 bis Paso Superior;En Servicio/Mantenible;No;de Vic nº 2 bis Paso Superior;1;50,;TU - de Vic nº 2 bis Paso Superior - 222 - 69,125;1498131;1498131;022220040;LA GARRIGA-VIC                                                                                                                  ;68,515;69,284
14117;Ripoll - VIA;TU - nº 23 de Planoles o de Planer - 222 - 20,554;3610;RIPOLL-LA TOUR DE CAROL, U;20,554;20,691;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 23 de Planoles o de Planer;En Servicio/Mantenible;No;nº 23 de Planoles o de Planer;1;137,;TU - nº 23 de Planoles o de Planer - 222 - 20,554;107095384;107095384;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
14117;Ripoll - VIA;TU - nº 32 Helicoidal o del Caracol - 222 - 26,69;3610;RIPOLL-LA TOUR DE CAROL, U;26,69;27,747;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 32 Helicoidal o del Caracol;En Servicio/Mantenible;Sí;nº 32 Helicoidal o del Caracol;1;1057,;TU - nº 32 Helicoidal o del Caracol - 222 - 26,69;107094625;107094625;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
13112;S. Vicenç de Calders - VIA;TU - Pas de la Maladona (via impar) - 200 - 652,239;200050;RODA DE BARA-BARCELONA SANTS, I;652,239;652,452;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Pas de la Maladona (via impar);En Servicio/Mantenible;No;Pas de la Maladona (via impar);1;211,;TU - Pas de la Maladona (via impar) - 200 - 652,239;107094866;107094866;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
84111;Eq. Premantenimiento Sants - Figueres, Ave;TU - Soterramiento Montmeló (RC-AV) - 050 - 642,962;210000;MADRID PT. ATOCHA - LIM.ADIF-TPFERRO, AVE, I;642,962;644,304;050;12;MADRID-P. DE ATOCHA ALMUDENA GRANDES-LIMITE ADIF - LFPSA;Soterramiento Montmeló (RC-AV);En Servicio/Mantenible;Sí;Soterramiento Estación Montmeló (RC-AV);4;1340,;TU - Soterramiento Montmeló (RC-AV) - 050 - 642,962;1039014;1039014;120500255;BIF. MOLLET-RIELLS-A. V.                                                                                                        ;640,5;678,1
14117;Ripoll - VIA;TU - nº 7 de Safóny nº 7bis Artificial - 222 - 95,38;3600;VIC-RIPOLL, U;95,38;95,475;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 7 de Safóny nº 7bis Artificial;En Servicio/Mantenible;No;nº 7 de Safón y nº 7bis Artificial;1;95,;TU - nº 7 de Safóny nº 7bis Artificial - 222 - 95,38;107094924;107094924;022220050;VIC-LA FARGA DE BEBIE (APD)                                                                                                     ;68,667;96,956
14113;Martorell - VIA;TU - Barberá-Riera de Caldes (Túnel 7) - 246 - 16,536;3150;AG. 11 CASTELLBISBAL AG. LLOBREGAT -  BIF. NUDO MOLLET ,I (ANCHO MIXTO);16,536;18,256;246;2 ;CASTELLBISBAL AGUJAS RUBI - MOLLET-SANT FOST;Barberá-Riera de Caldes (Túnel 7);En Servicio/Mantenible;Sí;Barberá-Riera de Caldes (Túnel 7);2;1720,;TU - Barberá-Riera de Caldes (Túnel 7) - 246 - 16,536;107094476;107094476;022460025;CERDANYOLA UNIVERSITAT-BIF. NUDO MOLLET                                                                                         ;13,475;21,744
14117;Ripoll - VIA;TU - nº 11 bis Artificial + cubricion - 222 - 101,687;3600;VIC-RIPOLL, U;101,687;101,744;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 11 bis Artificial + cubricion;En Servicio/Mantenible;No;nº 11 bis Artificial ;1;57,;TU - nº 11 bis Artificial + cubricion - 222 - 101,687;107094918;107094918;022220060;LA FARGA DE BEBIE-RIPOLL                                                                                                        ;96,956;105,586
14111;L Hospitalet - VIA;TU - Meridiana - Enlace Vilanova Marina - 220 - 358,82;2800;MANRESA-MONTCADA BIF.- BIF.VILANOVA, I;358,82;365,216;220;2 ;LLEIDA-PIRINEUS - BIF. VILANOVA;Meridiana - Enlace Vilanova Marina;En Servicio/Mantenible;No;Meridiana - Enlace Vilanova Marina;2;6396,;TU - Meridiana - Enlace Vilanova Marina - 220 - 358,82;107094466;107094466;022200090;MONTCADA-BIFURCACIO-BIF.VILANOVA                                                                                                ;356,707;365,216
14117;Ripoll - VIA;TU - nº 38 bis Artificial, de los Arcos - 222 - 37,209;3610;RIPOLL-LA TOUR DE CAROL, U;37,209;37,35;222;2 ;LA TOUR DE CAROL - BIF. AIGÜES;nº 38 bis Artificial, de los Arcos;En Servicio/Mantenible;No;nº 38 bis de los Arcos;1;141,;TU - nº 38 bis Artificial, de los Arcos - 222 - 37,209;107095391;107095391;022220090;PLANOLES-PUIGCERDA                                                                                                              ;20,21;48,6
13112;S. Vicenç de Calders - VIA;TU - Pas de les Escales via par (via 2) - 200 - 646,615;200110;SAN VICENTE DE CALDERS-BARCELONA SANTS, II;646,615;646,723;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Pas de les Escales via par (via 2);En Servicio/Mantenible;No;Pas de les Escales (via par);1;108,5;TU - Pas de les Escales via par (via 2) - 200 - 646,615;107095534;107095534;022000510;SITGES-CASTELLDEFELS                                                                                                            ;643,3;658,947
12106;Zaragoza - VIA;TU - Delicias-Río Huerva-Avd Tenor Fleta - 200 - 341,976;200010;S. FERNANDO-MIRAFLORES, I (G1);341,976;343,934;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Delicias-Río Huerva-Avd Tenor Fleta;En Servicio/Mantenible;Sí;Delicias-Río Huerva-Avd Tenor Fleta;2;1692,;TU - Delicias-Río Huerva-Avd Tenor Fleta - 200 - 341,976;107094921;107094921;022000270;ZARAGOZA DELICIAS-MIRAFLORES                                                                                                    ;339,388;343,934
83111;Montagut-Vía, Ave;TU - Soterramiento Lleida Bitubo (RC-AV) - 056 - 439,975;210070;BIF. LES TORRES DE SANUI - LLEIDA (VIA 4) - BIF. ARTESA DE LLEIDA, AVE, II;439,975;441,927;056;12;BIF LES TORRES-BIF ARTESA DE LLEIDA;Soterramiento Lleida Bitubo (RC-AV);En Servicio/Mantenible;Sí;Soterramiento Lleida (RC-AV);2;1952,;TU - Soterramiento Lleida Bitubo (RC-AV) - 056 - 439,975;107094543;107094543;120560010;BIF. LES TORRES DE SANUI-LLEIDA-PIRINEUS                                                                                        ;434,734;442,1
14119;Granollers Centre- VIA;TU - PS Autopista Aérea. Nudo de la Trinitat - 270 - 115,6;200071;BIF. AIGUES -PORT BOU-CERBERE,I;115,6;115,6;270;2 ;CERBERE - BIF. ARAGO;PS Autopista Aérea. Nudo de la Trinitat;En Servicio/Mantenible;No;Falso Túnel Autopista Aérea. Nudo de la Trinitat;2;442,;TU - PS Autopista Aérea. Nudo de la Trinitat - 270 - 115,6;1043300;1043300;022700020;BIF. AIGÜES-MONTCADA I REIXAC                                                                                                   ;115,6;118,931
12106;Zaragoza - VIA;TU - Delicias-Portillo-Río Huerva (Avd. Goya) - 200 - 338,94;200010;S. FERNANDO-MIRAFLORES, I (G1);338,94;341,938;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Delicias-Portillo-Río Huerva (Avd. Goya);En Servicio/Mantenible;Sí;Delicias-Portillo-Río Huerva (Avd. Goya);3;715,;TU - Delicias-Portillo-Río Huerva (Avd. Goya) - 200 - 338,94;107094847;107094847;022000270;ZARAGOZA DELICIAS-MIRAFLORES                                                                                                    ;339,388;343,934
14111;L Hospitalet - VIA;TU - Barcelona Sants - Passeig de Gràcia - Alava  - 200 - 676,423;200050;RODA DE BARA-BARCELONA SANTS, I;676,423;676,582;200;2 ;MADRID-CHAMARTIN-CLARA CAMPOAMOR-BARNA-EST. DE FRANÇA;Barcelona Sants - Passeig de Gràcia - Alava ;En Servicio/Mantenible;No;Barcelona Sants - Passeig de Gràcia - Alava;6;6256,;TU - Barcelona Sants - Passeig de Gràcia - Alava  - 200 - 676,423;1568823;1568823;022000560;BELLVITGE AGUJA KM. 674,8-BARCELONA-SANTS                                                                                       ;674,8;676,582
