EQM1 Código;EQM1;Identificador Elemento Inventario;Código Vía;Vía;PK Inicial;PK Final;Línea Código;Línea Descripción;Obras de paso;Lado;Estado Elemento Inventario;Altura máxima del talud (m);Elemento anterior de infraestructura;Longitud (m);Elemento posterior de infraestructura;Fecha de Modificación;Id. Inventario;Código Trayecto;Trayecto;Trayecto Pk Ini;Trayecto Pk Fin
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_542,44-542,544_I;2400;MIRAFLORES-REUS, U;542,44;542,544;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;13,;(190020331)TER_L210_MIRAFLORES-REUS, U_542,173-542,354_I;104;(107095335)TU  - 64 - MIRAFLORES-REUS, U - 542,598 - 542,68;11/09/2015;107261294;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_542,68-542,732_I;2400;MIRAFLORES-REUS, U;542,68;542,732;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;5,;(107261294)TER_L210_MIRAFLORES-REUS, U_542,44-542,544_I;52;(107206929)DES_L210_MIRAFLORES-REUS, U_542,768-542,84_I;;190020332;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_542,88-542,991_D;2400;MIRAFLORES-REUS, U;542,88;542,991;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;10,3;(107207148)DES_L210_MIRAFLORES-REUS, U_542,758-542,84_D;111;(107094905)TU  - 67 - MIRAFLORES-REUS, U - 543,098 - 543,299;11/09/2015;107261386;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_546,27-546,331_D;2400;MIRAFLORES-REUS, U;546,27;546,331;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;5,8;(107207152)DES_L210_MIRAFLORES-REUS, U_545,56-545,982_D;61;(107207153)DES_L210_MIRAFLORES-REUS, U_546,35-546,9_D;;190020338;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_548,09-548,422_I;2400;MIRAFLORES-REUS, U;548,09;548,422;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;5,5;(107206935)DES_L210_MIRAFLORES-REUS, U_547,34-547,92_I;332;(107206936)DES_L210_MIRAFLORES-REUS, U_548,43-548,808_I;11/09/2015;107261299;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_550,24-550,335_D;2400;MIRAFLORES-REUS, U;550,24;550,335;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;5,4;(190020339)TER_L210_MIRAFLORES-REUS, U_550,102-550,156_D;95;(1015895)PU - MIRAFLORES-REUS, U - 550,4;;190020340;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_552,683-552,74_I;2400;MIRAFLORES-REUS, U;552,683;552,74;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;4,;(1015894)PU - MIRAFLORES-REUS, U - 552,377;57;(190020345)TER_L210_MIRAFLORES-REUS, U_552,81-552,92_I;;190020344;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_553,335-553,36_I;2400;MIRAFLORES-REUS, U;553,335;553,36;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;3,;(107094780)TU  - 69 - MIRAFLORES-REUS, U - 553,23 - 553,28;25;(190020348)TER_L210_MIRAFLORES-REUS, U_553,4-553,436_I;;190020346;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_553,335-553,46_D;2400;MIRAFLORES-REUS, U;553,335;553,46;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;14,1;(192020396)DES_L210_MIRAFLORES-REUS, U_553,28-553,317_D;125;(107261394)TER_L210_MIRAFLORES-REUS, U_553,66-553,762_D;;190020347;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_553,66-553,762_D;2400;MIRAFLORES-REUS, U;553,66;553,762;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;7,4;(190020347)TER_L210_MIRAFLORES-REUS, U_553,335-553,46_D;102;(107261395)TER_L210_MIRAFLORES-REUS, U_553,82-553,9_D;11/09/2015;107261394;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_553,67-553,765_I;2400;MIRAFLORES-REUS, U;553,67;553,765;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;7,;(107206943)DES_L210_MIRAFLORES-REUS, U_553,46-553,66_I;95;(192020400)DES_L210_MIRAFLORES-REUS, U_553,775-553,825_I;11/09/2015;107261304;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13114;Mora La Nova- VIA;TER_L210_MIRAFLORES-REUS, U_555,12-555,224_I;2400;MIRAFLORES-REUS, U;555,12;555,224;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;8,;(192020412)DES_L210_MIRAFLORES-REUS, U_555,082-555,112_I;104;(190020355)TER_L210_MIRAFLORES-REUS, U_555,3-555,38_I;11/09/2015;107261308;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_561,05-561,069_D;2400;MIRAFLORES-REUS, U;561,05;561,069;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;12,1;(107094908)TU  - 73 - MIRAFLORES-REUS, U - 556,636 - 560,68;19;(190020357)TER_L210_MIRAFLORES-REUS, U_561,129-561,16_D;11/09/2015;107261400;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_561,129-561,16_D;2400;MIRAFLORES-REUS, U;561,129;561,16;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;11,5;(107261400)TER_L210_MIRAFLORES-REUS, U_561,05-561,069_D;31;(107094781)TU  - 74 - MIRAFLORES-REUS, U - 561,191 - 561,278;;190020357;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_561,552-561,61_I;2400;MIRAFLORES-REUS, U;561,552;561,61;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;7,;(107206955)DES_L210_MIRAFLORES-REUS, U_561,284-561,35_I;58;(107095331)TU  - 75 - MIRAFLORES-REUS, U - 561,643 - 561,88;11/09/2015;107261311;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_561,915-561,96_I;2400;MIRAFLORES-REUS, U;561,915;561,96;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;9,;(107095331)TU  - 75 - MIRAFLORES-REUS, U - 561,643 - 561,88;45;(100016076)PU - MIRAFLORES-REUS, U - 562,038;11/09/2015;107261312;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_562,61-562,667_D;2400;MIRAFLORES-REUS, U;562,61;562,667;210;MIRAFLORES - SANT VICENÇ DE CALDERS;1;Derecho;En Servicio/Mantenible;18,4;(107261404)TER_L210_MIRAFLORES-REUS, U_562,327-562,4_D;57;(107095303)TU  - 76 - MIRAFLORES-REUS, U - 562,841 - 563,064;11/09/2015;107261405;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_563,99-564,067_I;2400;MIRAFLORES-REUS, U;563,99;564,067;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;2,;(107206965)DES_L210_MIRAFLORES-REUS, U_563,893-563,98_I;77;(107094782)TU  - 79 - MIRAFLORES-REUS, U - 564,116 - 564,215;11/09/2015;107261316;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_564,84-564,875_D;2400;MIRAFLORES-REUS, U;564,84;564,875;210;MIRAFLORES - SANT VICENÇ DE CALDERS;1;Derecho;En Servicio/Mantenible;16,7;(107095302)TU  - 81 - MIRAFLORES-REUS, U - 564,751 - 564,817;35;(107261410)TER_L210_MIRAFLORES-REUS, U_564,98-565,023_D;11/09/2015;107261409;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_564,98-565,023_D;2400;MIRAFLORES-REUS, U;564,98;565,023;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;16,4;(100016074)PU - MIRAFLORES-REUS, U - 564,924;43;(107261411)TER_L210_MIRAFLORES-REUS, U_565,206-565,277_D;11/09/2015;107261410;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_564,98-565,025_I;2400;MIRAFLORES-REUS, U;564,98;565,025;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;20,;(100016074)PU - MIRAFLORES-REUS, U - 564,924;45;(107261320)TER_L210_MIRAFLORES-REUS, U_565,205-565,237_I;11/09/2015;107261319;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_567,11-567,147_D;2400;MIRAFLORES-REUS, U;567,11;567,147;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Derecho;En Servicio/Mantenible;1,2;(190020365)TER_L210_MIRAFLORES-REUS, U_566,919-566,952_D;37;(190020367)TER_L210_MIRAFLORES-REUS, U_567,215-567,266_D;;190020366;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_567,22-567,288_I;2400;MIRAFLORES-REUS, U;567,22;567,288;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;2,;(1046040)DES_L210_MIRAFLORES-REUS, U_566,625-566,8_I;68;(192020450)DES_L210_MIRAFLORES-REUS, U_567,72-567,9_I;;190020368;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_568,86-569,125_I;2400;MIRAFLORES-REUS, U;568,86;569,125;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;3,;(192020452)DES_L210_MIRAFLORES-REUS, U_568,64-568,84_I;265;(100016781)PU - MIRAFLORES-REUS, U - 569,161;11/09/2015;107261323;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_569,196-569,46_I;2400;MIRAFLORES-REUS, U;569,196;569,46;210;MIRAFLORES - SANT VICENÇ DE CALDERS;2;Izquierdo;En Servicio/Mantenible;2,5;(100016781)PU - MIRAFLORES-REUS, U - 569,161;264;(107206981)DES_L210_MIRAFLORES-REUS, U_569,52-570,023_I;11/09/2015;107261324;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_570,987-571,55_D;2400;MIRAFLORES-REUS, U;570,987;571,55;210;MIRAFLORES - SANT VICENÇ DE CALDERS;1;Derecho;En Servicio/Mantenible;6,5;(192020455)DES_L210_MIRAFLORES-REUS, U_570,703-570,958_D;563;(107207201)DES_L210_MIRAFLORES-REUS, U_571,811-572,435_D;11/09/2015;107261417;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_572,94-573,017_I;2400;MIRAFLORES-REUS, U;572,94;573,017;210;MIRAFLORES - SANT VICENÇ DE CALDERS;0;Izquierdo;En Servicio/Mantenible;2,5;(190020373)TER_L210_MIRAFLORES-REUS, U_572,63-572,89_I;77;(107206984)DES_L210_MIRAFLORES-REUS, U_573,11-573,9_I;;190020375;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13113;Reus - VIA;TER_L210_MIRAFLORES-REUS, U_576,375-576,65_D;2400;MIRAFLORES-REUS, U;576,375;576,65;210;MIRAFLORES - SANT VICENÇ DE CALDERS;1;Derecho;En Servicio/Mantenible;1,2;(192020459)DES_L210_MIRAFLORES-REUS, U_575,52-576,3_D;275;(190020379)TER_L210_MIRAFLORES-REUS, U_577,625-577,946_D;;190020378;022100120;MORA LA NOVA-REUS                                                                                                               ;531,315;580,41
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_191,975-192,085_I;2700;LERIDA-MANRESA, U;191,975;192,085;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;1,5;(107207634)DES_L220_LERIDA-MANRESA, U_191,5-191,965_I;110;(107207635)DES_L220_LERIDA-MANRESA, U_192,698-192,95_I;;190002816;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_192,978-193,515_D;2700;LERIDA-MANRESA, U;192,978;193,515;220;LLEIDA-PIRINEUS - BIF. VILANOVA;1;Derecho;En Servicio/Mantenible;8,3;(107207778)DES_L220_LERIDA-MANRESA, U_191,566-192,3_D;537;(190002817)TER_L220_LERIDA-MANRESA, U_193,78-193,855_D;12/04/2018;107261913;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_209,024-209,274_D;2700;LERIDA-MANRESA, U;209,024;209,274;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;2,9;(107207782)DES_L220_LERIDA-MANRESA, U_208,4-208,851_D;250;(192002818)DES_L220_LERIDA-MANRESA, U_209,412-209,966_D;;190002826;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_209,966-210,749_D;2700;LERIDA-MANRESA, U;209,966;210,749;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;6,2;(190002826)TER_L220_LERIDA-MANRESA, U_209,024-209,274_D;783;(192002820)DES_L220_LERIDA-MANRESA, U_210,977-211,1_D;12/04/2018;107261914;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_216,823-217,177_D;2700;LERIDA-MANRESA, U;216,823;217,177;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;6,9;(107207785)DES_L220_LERIDA-MANRESA, U_216,333-216,793_D;354;(107261916)TER_L220_LERIDA-MANRESA, U_217,944-218,31_D;12/04/2018;107261915;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_220,885-221,449_D;2700;LERIDA-MANRESA, U;220,885;221,449;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;5,1;(192002824)DES_L220_LERIDA-MANRESA, U_220,346-220,523_D;564;(107207788)DES_L220_LERIDA-MANRESA, U_221,7-222,53_D;12/04/2018;107261918;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_223,915-223,955_D;2700;LERIDA-MANRESA, U;223,915;223,955;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;4,6;(107261919)TER_L220_LERIDA-MANRESA, U_223,6-223,9_D;40;(100016649)PU - LERIDA-MANRESA, U - 223,974;12/04/2018;107261920;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_223,915-223,955_I;2700;LERIDA-MANRESA, U;223,915;223,955;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;5,5;(107261800)TER_L220_LERIDA-MANRESA, U_223,6-223,9_I;40;(100016649)PU - LERIDA-MANRESA, U - 223,974;12/04/2018;107261801;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_235,965-236,085_D;2700;LERIDA-MANRESA, U;235,965;236,085;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;8,2;(107207801)DES_L220_LERIDA-MANRESA, U_235,687-235,959_D;120;(107261934)TER_L220_LERIDA-MANRESA, U_236,57-236,97_D;11/09/2015;107261933;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_235,965-236,085_I;2700;LERIDA-MANRESA, U;235,965;236,085;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;6,3;(107207657)DES_L220_LERIDA-MANRESA, U_235,688-235,959_I;120;(107207658)DES_L220_LERIDA-MANRESA, U_236,3-236,545_I;11/09/2015;107261814;022200012;AG. KM. 185,747-CERVERA                                                                                                         ;185,747;240,104
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_241,288-241,398_D;2700;LERIDA-MANRESA, U;241,288;241,398;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;1,5;(107207804)DES_L220_LERIDA-MANRESA, U_240,275-241,228_D;110;(1015850)PU - LERIDA-MANRESA, U - 241,45;12/04/2018;107261935;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_242,528-242,738_D;2700;LERIDA-MANRESA, U;242,528;242,738;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;3,6;(107261936)TER_L220_LERIDA-MANRESA, U_242,29-242,393_D;210;(107261938)TER_L220_LERIDA-MANRESA, U_243,174-243,215_D;12/04/2018;107261937;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_243,174-243,215_D;2700;LERIDA-MANRESA, U;243,174;243,215;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;2,2;(107207808)DES_L220_LERIDA-MANRESA, U_242,738-243,113_D;41;(107207809)DES_L220_LERIDA-MANRESA, U_243,369-243,911_D;12/04/2018;107261938;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_243,911-244,189_D;2700;LERIDA-MANRESA, U;243,911;244,189;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;12,2;(107261938)TER_L220_LERIDA-MANRESA, U_243,174-243,215_D;278;(107261940)TER_L220_LERIDA-MANRESA, U_244,369-244,519_D;12/04/2018;107261939;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_244,369-244,519_D;2700;LERIDA-MANRESA, U;244,369;244,519;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;1,1;(107207810)DES_L220_LERIDA-MANRESA, U_244,189-244,289_D;150;(107261941)TER_L220_LERIDA-MANRESA, U_244,839-245,31_D;12/04/2018;107261940;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_244,862-245,315_I;2700;LERIDA-MANRESA, U;244,862;245,315;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;2,;(107207667)DES_L220_LERIDA-MANRESA, U_244,556-244,749_I;453;(107261823)TER_L220_LERIDA-MANRESA, U_245,49-245,734_I;12/04/2018;107261822;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_245,772-245,874_D;2700;LERIDA-MANRESA, U;245,772;245,874;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;5,9;(107261942)TER_L220_LERIDA-MANRESA, U_245,518-245,76_D;102;(107207812)DES_L220_LERIDA-MANRESA, U_246,014-246,427_D;12/04/2018;107261943;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_246,414-246,548_I;2700;LERIDA-MANRESA, U;246,414;246,548;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;15,;(107207668)DES_L220_LERIDA-MANRESA, U_246,1-246,406_I;134;(107261826)TER_L220_LERIDA-MANRESA, U_246,734-246,83_I;12/04/2018;107261825;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_246,427-246,524_D;2700;LERIDA-MANRESA, U;246,427;246,524;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;4,9;(107261943)TER_L220_LERIDA-MANRESA, U_245,772-245,874_D;97;(107207814)DES_L220_LERIDA-MANRESA, U_246,814-247,574_D;12/04/2018;107261944;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_247,574-247,694_D;2700;LERIDA-MANRESA, U;247,574;247,694;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;1,7;(107207813)DES_L220_LERIDA-MANRESA, U_246,524-246,77_D;120;(107261947)TER_L220_LERIDA-MANRESA, U_247,838-248,019_D;12/04/2018;107261946;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_247,838-248,019_D;2700;LERIDA-MANRESA, U;247,838;248,019;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;4,8;(107261946)TER_L220_LERIDA-MANRESA, U_247,574-247,694_D;181;(107207815)DES_L220_LERIDA-MANRESA, U_248,428-248,866_D;12/04/2018;107261947;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_248,926-249,086_I;2700;LERIDA-MANRESA, U;248,926;249,086;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Izquierdo;En Servicio/Mantenible;5,;(107207671)DES_L220_LERIDA-MANRESA, U_248,5-248,89_I;160;(107207672)DES_L220_LERIDA-MANRESA, U_249,11-249,64_I;12/04/2018;107261829;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_249,723-250,026_D;2700;LERIDA-MANRESA, U;249,723;250,026;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;13,4;(107261948)TER_L220_LERIDA-MANRESA, U_248,9-249,104_D;303;(107207817)DES_L220_LERIDA-MANRESA, U_250,15-250,496_D;12/04/2018;107261949;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_250,727-250,896_D;2700;LERIDA-MANRESA, U;250,727;250,896;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;5,8;(107207817)DES_L220_LERIDA-MANRESA, U_250,15-250,496_D;169;(107261951)TER_L220_LERIDA-MANRESA, U_251,317-251,431_D;12/04/2018;107261950;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_251,317-251,431_D;2700;LERIDA-MANRESA, U;251,317;251,431;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;1,6;(107261950)TER_L220_LERIDA-MANRESA, U_250,727-250,896_D;114;(190002836)TER_L220_LERIDA-MANRESA, U_251,943-252,044_D;12/04/2018;107261951;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_251,943-252,044_D;2700;LERIDA-MANRESA, U;251,943;252,044;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;1,3;(107261951)TER_L220_LERIDA-MANRESA, U_251,317-251,431_D;101;(107261952)TER_L220_LERIDA-MANRESA, U_252,447-252,646_D;;190002836;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_252,447-252,646_D;2700;LERIDA-MANRESA, U;252,447;252,646;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;12,7;(190002836)TER_L220_LERIDA-MANRESA, U_251,943-252,044_D;199;(1042698)DES_L220_LERIDA-MANRESA, U_252,65-252,688_D;12/04/2018;107261952;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_252,987-253,113_D;2700;LERIDA-MANRESA, U;252,987;253,113;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;6,7;(107261953)TER_L220_LERIDA-MANRESA, U_252,713-252,82_D;126;(107261955)TER_L220_LERIDA-MANRESA, U_253,302-253,363_D;12/04/2018;107261954;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
13121;Lleida - VIA;TER_L220_LERIDA-MANRESA, U_253,302-253,363_D;2700;LERIDA-MANRESA, U;253,302;253,363;220;LLEIDA-PIRINEUS - BIF. VILANOVA;0;Derecho;En Servicio/Mantenible;2,4;(107261954)TER_L220_LERIDA-MANRESA, U_252,987-253,113_D;61;(190002837)TER_L220_LERIDA-MANRESA, U_253,607-256,683_D;12/04/2018;107261955;022200030;CERVERA-SANT GUIM DE FREIXENET                                                                                                  ;240,104;253,997
